raceId,driverId,lap,position,time,milliseconds,seconds,code,surname,grid,finish_position,total_laps
1028,1,1,3,1:43.228,103228,103.228,HAM,Hamilton,5,2,56
1028,1,2,3,1:41.043,101043,101.043,HAM,Hamilton,5,2,56
1028,1,3,3,1:41.259,101259,101.259,HAM,Hamilton,5,2,56
1028,1,4,3,1:41.231,101231,101.231,HAM,Hamilton,5,2,56
1028,1,5,3,1:40.861,100861,100.861,HAM,Hamilton,5,2,56
1028,1,6,3,1:40.945,100945,100.945,HAM,Hamilton,5,2,56
1028,1,7,3,1:41.368,101368,101.368,HAM,Hamilton,5,2,56
1028,1,8,3,1:41.367,101367,101.367,HAM,Hamilton,5,2,56
1028,1,9,3,1:41.614,101614,101.614,HAM,Hamilton,5,2,56
1028,1,10,3,1:41.321,101321,101.321,HAM,Hamilton,5,2,56
1028,1,11,3,1:41.761,101761,101.761,HAM,Hamilton,5,2,56
1028,1,12,3,1:41.578,101578,101.578,HAM,Hamilton,5,2,56
1028,1,13,3,1:41.424,101424,101.424,HAM,Hamilton,5,2,56
1028,1,14,2,1:40.350,100350,100.35,HAM,Hamilton,5,2,56
1028,1,15,1,1:40.647,100647,100.647,HAM,Hamilton,5,2,56
1028,1,16,1,1:41.193,101193,101.193,HAM,Hamilton,5,2,56
1028,1,17,1,1:41.183,101183,101.183,HAM,Hamilton,5,2,56
1028,1,18,1,1:40.863,100863,100.863,HAM,Hamilton,5,2,56
1028,1,19,1,1:40.986,100986,100.986,HAM,Hamilton,5,2,56
1028,1,20,1,1:41.899,101899,101.899,HAM,Hamilton,5,2,56
1028,1,21,1,1:41.446,101446,101.446,HAM,Hamilton,5,2,56
1028,1,22,1,1:41.898,101898,101.898,HAM,Hamilton,5,2,56
1028,1,23,1,1:41.616,101616,101.616,HAM,Hamilton,5,2,56
1028,1,24,2,1:43.383,103383,103.383,HAM,Hamilton,5,2,56
1028,1,25,3,1:59.288,119288,119.288,HAM,Hamilton,5,2,56
1028,1,26,3,1:38.446,98446,98.446,HAM,Hamilton,5,2,56
1028,1,27,3,1:38.998,98998,98.998,HAM,Hamilton,5,2,56
1028,1,28,3,1:39.347,99347,99.347,HAM,Hamilton,5,2,56
1028,1,29,3,1:39.448,99448,99.448,HAM,Hamilton,5,2,56
1028,1,30,3,1:39.335,99335,99.335,HAM,Hamilton,5,2,56
1028,1,31,3,1:39.418,99418,99.418,HAM,Hamilton,5,2,56
1028,1,32,3,1:39.189,99189,99.189,HAM,Hamilton,5,2,56
1028,1,33,3,1:39.303,99303,99.303,HAM,Hamilton,5,2,56
1028,1,34,3,1:39.497,99497,99.497,HAM,Hamilton,5,2,56
1028,1,35,2,1:39.361,99361,99.361,HAM,Hamilton,5,2,56
1028,1,36,1,1:39.763,99763,99.763,HAM,Hamilton,5,2,56
1028,1,37,1,1:40.096,100096,100.096,HAM,Hamilton,5,2,56
1028,1,38,1,1:39.234,99234,99.234,HAM,Hamilton,5,2,56
1028,1,39,1,1:39.222,99222,99.222,HAM,Hamilton,5,2,56
1028,1,40,1,1:39.162,99162,99.162,HAM,Hamilton,5,2,56
1028,1,41,1,1:39.106,99106,99.106,HAM,Hamilton,5,2,56
1028,1,42,1,1:39.213,99213,99.213,HAM,Hamilton,5,2,56
1028,1,43,1,1:39.037,99037,99.037,HAM,Hamilton,5,2,56
1028,1,44,1,1:39.239,99239,99.239,HAM,Hamilton,5,2,56
1028,1,45,1,1:38.968,98968,98.968,HAM,Hamilton,5,2,56
1028,1,46,1,1:39.689,99689,99.689,HAM,Hamilton,5,2,56
1028,1,47,1,1:39.289,99289,99.289,HAM,Hamilton,5,2,56
1028,1,48,1,1:38.842,98842,98.842,HAM,Hamilton,5,2,56
1028,1,49,1,1:38.791,98791,98.791,HAM,Hamilton,5,2,56
1028,1,50,1,1:39.992,99992,99.992,HAM,Hamilton,5,2,56
1028,1,51,1,1:40.978,100978,100.978,HAM,Hamilton,5,2,56
1028,1,52,2,1:41.081,101081,101.081,HAM,Hamilton,5,2,56
1028,1,53,2,1:40.437,100437,100.437,HAM,Hamilton,5,2,56
1028,1,54,2,1:40.137,100137,100.137,HAM,Hamilton,5,2,56
1028,1,55,2,1:40.928,100928,100.928,HAM,Hamilton,5,2,56
1028,1,56,2,1:40.503,100503,100.503,HAM,Hamilton,5,2,56
1028,807,1,13,1:50.500,110500,110.5,HUL,Hülkenberg,11,9,56
1028,807,2,12,1:44.332,104332,104.332,HUL,Hülkenberg,11,9,56
1028,807,3,12,1:43.768,103768,103.768,HUL,Hülkenberg,11,9,56
1028,807,4,12,1:43.395,103395,103.395,HUL,Hülkenberg,11,9,56
1028,807,5,12,1:43.268,103268,103.268,HUL,Hülkenberg,11,9,56
1028,807,6,12,1:43.410,103410,103.41,HUL,Hülkenberg,11,9,56
1028,807,7,12,1:43.341,103341,103.341,HUL,Hülkenberg,11,9,56
1028,807,8,11,1:43.865,103865,103.865,HUL,Hülkenberg,11,9,56
1028,807,9,10,1:43.093,103093,103.093,HUL,Hülkenberg,11,9,56
1028,807,10,10,1:43.262,103262,103.262,HUL,Hülkenberg,11,9,56
1028,807,11,10,1:43.463,103463,103.463,HUL,Hülkenberg,11,9,56
1028,807,12,10,1:43.207,103207,103.207,HUL,Hülkenberg,11,9,56
1028,807,13,10,1:43.307,103307,103.307,HUL,Hülkenberg,11,9,56
1028,807,14,10,1:42.953,102953,102.953,HUL,Hülkenberg,11,9,56
1028,807,15,10,1:42.952,102952,102.952,HUL,Hülkenberg,11,9,56
1028,807,16,10,1:43.272,103272,103.272,HUL,Hülkenberg,11,9,56
1028,807,17,10,1:43.091,103091,103.091,HUL,Hülkenberg,11,9,56
1028,807,18,10,1:43.124,103124,103.124,HUL,Hülkenberg,11,9,56
1028,807,19,8,1:42.476,102476,102.476,HUL,Hülkenberg,11,9,56
1028,807,20,6,1:42.951,102951,102.951,HUL,Hülkenberg,11,9,56
1028,807,21,5,1:42.797,102797,102.797,HUL,Hülkenberg,11,9,56
1028,807,22,5,1:43.954,103954,103.954,HUL,Hülkenberg,11,9,56
1028,807,23,5,1:43.168,103168,103.168,HUL,Hülkenberg,11,9,56
1028,807,24,6,1:44.548,104548,104.548,HUL,Hülkenberg,11,9,56
1028,807,25,7,1:44.574,104574,104.574,HUL,Hülkenberg,11,9,56
1028,807,26,8,1:44.190,104190,104.19,HUL,Hülkenberg,11,9,56
